fecha_estandar,iva_tendencia,iva_estacional,iva_residuo,pib_tendencia,pib_estacional,pib_residuo
2001-08-01,2095689.3442627348,-1731673.04140598,1565278.2225292453,8166666666.666667,1194118750.0000002,-697585416.6666672
2001-09-01,2088558.12968386,2010386.4330805237,-2002205.0756505649,8166666666.666667,1124513194.4444444,-627979861.1111114
2001-10-01,2081933.7190930266,-2486405.744737287,2123619.7135502603,8166666666.666667,-61729861.111110255,127063194.44444422
2001-11-01,2085179.5145624434,347880.96014248225,-233013.52139792562,8166666666.666666,1281836805.5555573,-667703472.2222214
2001-12-01,2080969.873280818,-2469701.3240494556,1961620.8922636374,8166666666.666666,5458820138.888893,-3198286805.5555573
2002-01-01,2081987.4355917764,2831052.102447535,-2354078.107832311,8166666666.666666,-2942724305.5555573,1675257638.8888912
2002-02-01,2100434.269540068,-2238579.2317563733,2022957.4488383052,8166666666.666666,-2441215972.2222233,1389349305.5555573
2002-03-01,2151035.1068273257,-705508.1765265567,451279.00748623116,8166666666.666666,-1360777083.333335,740110416.6666679
2002-04-01,2202058.605098,1633777.2000630703,-1371418.8388670702,8166666666.666667,-859640972.2222232,454574305.5555562
2002-05-01,2248906.9466740415,1662445.4948606137,-1735229.3058986561,8166666666.666667,-940413194.4444455,535346527.7777785
2002-06-01,2290215.1608087914,1097396.7859525331,-1152903.7380273244,8166666666.666666,-397407638.8888886,227540972.22222352
2002-07-01,2310124.117043583,48928.541928894476,-20009.503370476545,8157866666.666666,-55379861.111112036,51113194.444446005
2002-08-01,2356310.229562125,-1731673.04140598,1569100.9740118547,8139991666.666667,1194118750.0000002,-670910416.6666672
2002-09-01,2413595.040678479,2010386.4330805237,-1377265.5285330024,8121291666.666667,1124513194.4444444,-582604861.1111114
2002-10-01,2456296.682880291,-2486405.744737287,2023844.2501469962,8101766666.666667,-61729861.111110255,191963194.44444424
2002-11-01,2495025.7080042074,347880.96014248225,206912.98260131042,8081966666.666666,1281836805.5555573,-583003472.2222214
